state,pollutant,emissions,unit,fuel
DE,Beryllium,0.00473954,LB,Distillate Oil (Diesel)
FL,Beryllium,2.93833809,LB,Distillate Oil (Diesel)
GA,Beryllium,0.00049507,LB,Distillate Oil (Diesel)
IA,Beryllium,0,LB,Distillate Oil (Diesel)
IL,Beryllium,0.017797953,LB,Distillate Oil (Diesel)
IN,Beryllium,0.0005932,LB,Distillate Oil (Diesel)
KY,Beryllium,0.0608301,LB,Distillate Oil (Diesel)
MD,Beryllium,0.022,LB,Distillate Oil (Diesel)
MI,Beryllium,0.037693527,LB,Distillate Oil (Diesel)
MN,Beryllium,0.431055522,LB,Distillate Oil (Diesel)
MS,Beryllium,0,LB,Distillate Oil (Diesel)
NC,Beryllium,0.07028,LB,Distillate Oil (Diesel)
NH,Beryllium,0.001551,LB,Distillate Oil (Diesel)
NJ,Beryllium,0.0409,LB,Distillate Oil (Diesel)
NM,Beryllium,0,LB,Distillate Oil (Diesel)
NY,Beryllium,0.306365792,LB,Distillate Oil (Diesel)
OH,Beryllium,0.011126248,LB,Distillate Oil (Diesel)
OK,Beryllium,0,LB,Distillate Oil (Diesel)
OR,Beryllium,0,LB,Distillate Oil (Diesel)
TN,Beryllium,0.059194,LB,Distillate Oil (Diesel)
WA,Beryllium,0,LB,Distillate Oil (Diesel)
WI,Beryllium,0.09793,LB,Distillate Oil (Diesel)
WV,Beryllium,0.0349,LB,Distillate Oil (Diesel)
CA,Beryllium,0.3572267,LB,Distillate Oil (Diesel)
MN,Beryllium,0.0308874,LB,Distillate Oil (Diesel)
MS,Beryllium,0,LB,Distillate Oil (Diesel)
NC,Beryllium,0.03688074,LB,Distillate Oil (Diesel)
NY,Beryllium,1.00037969,LB,Distillate Oil (Diesel)
TN,Beryllium,0.003646716,LB,Distillate Oil (Diesel)
AL,Beryllium,0,LB,Distillate Oil (Diesel)
CA,Beryllium,0.0002,LB,Distillate Oil (Diesel)
NC,Beryllium,0.007111406,LB,Distillate Oil (Diesel)
IL,Beryllium,0,LB,Distillate Oil (Diesel)
MA,Beryllium,0.19768753,LB,Distillate Oil (Diesel)
NC,Beryllium,0.01226,LB,Distillate Oil (Diesel)
OR,Beryllium,0.000180548,LB,Distillate Oil (Diesel)
FL,Beryllium,11.79682205,LB,Natural Gas
IN,Beryllium,0.0590732,LB,Natural Gas
KY,Beryllium,1.31664,LB,Natural Gas
MS,Beryllium,0.2,LB,Natural Gas
NJ,Beryllium,3.27508,LB,Natural Gas
NY,Beryllium,0.7490323,LB,Natural Gas
TN,Beryllium,0.264250148,LB,Natural Gas
CA,Beryllium,0.000048996,LB,Natural Gas
MS,Beryllium,0,LB,Natural Gas
IN,Beryllium,0.0000398,LB,Natural Gas
MA,Beryllium,0.2215421,LB,Natural Gas
NC,Beryllium,0.0103,LB,Natural Gas
FL,Beryllium,0.161603,LB,Gasified Coal
CT,Beryllium,0.0010204,LB,Kerosene/Naphtha (Jet Fuel)
DE,Beryllium,0.0101904,LB,Kerosene/Naphtha (Jet Fuel)
FL,Beryllium,0.024,LB,Kerosene/Naphtha (Jet Fuel)
NH,Beryllium,0.00252954,LB,Kerosene/Naphtha (Jet Fuel)
NY,Beryllium,0.071264477,LB,Kerosene/Naphtha (Jet Fuel)
WV,Beryllium,0.000738,LB,Kerosene/Naphtha (Jet Fuel)
MS,Biphenyl,5,LB,"Anthracite Coal, Pulverized"
PA,Biphenyl,4.832981,LB,"Anthracite Coal, Pulverized"
WI,Biphenyl,57.125,LB,"Anthracite Coal, Pulverized"
AL,Biphenyl,9.1540528,LB,"Bituminous Coal, Pulverized"
FL,Biphenyl,6.460008,LB,"Bituminous Coal, Pulverized"
IN,Biphenyl,0.0958369,LB,"Bituminous Coal, Pulverized"
OH,Biphenyl,5.839498,LB,"Bituminous Coal, Pulverized"
OK,Biphenyl,2.98175,LB,"Bituminous Coal, Pulverized"
PA,Biphenyl,2.002199,LB,"Bituminous Coal, Pulverized"
TX,Biphenyl,4.07873,LB,"Bituminous Coal, Pulverized"
UT,Biphenyl,9.72761,LB,"Bituminous Coal, Pulverized"
,Biphenyl,2.62287,LB,"Bituminous Coal, Pulverized"
AL,Biphenyl,14.67443,LB,"Bituminous Coal, Pulverized"
AZ,Biphenyl,6.501402,LB,"Bituminous Coal, Pulverized"
DE,Biphenyl,1.0620401,LB,"Bituminous Coal, Pulverized"
FL,Biphenyl,26.1173729,LB,"Bituminous Coal, Pulverized"
GA,Biphenyl,0.0577814,LB,"Bituminous Coal, Pulverized"
IA,Biphenyl,0.3220366,LB,"Bituminous Coal, Pulverized"
IL,Biphenyl,37.2153301,LB,"Bituminous Coal, Pulverized"
IN,Biphenyl,23.8368245,LB,"Bituminous Coal, Pulverized"
KS,Biphenyl,0.3192,LB,"Bituminous Coal, Pulverized"
KY,Biphenyl,48.5508949,LB,"Bituminous Coal, Pulverized"
LA,Biphenyl,12.99499,LB,"Bituminous Coal, Pulverized"
MA,Biphenyl,1.9591506,LB,"Bituminous Coal, Pulverized"
MD,Biphenyl,4.7451003,LB,"Bituminous Coal, Pulverized"
MI,Biphenyl,4.53435,LB,"Bituminous Coal, Pulverized"
MN,Biphenyl,0.05730958,LB,"Bituminous Coal, Pulverized"
MO,Biphenyl,0.02,LB,"Bituminous Coal, Pulverized"
MS,Biphenyl,1.2,LB,"Bituminous Coal, Pulverized"
NC,Biphenyl,25.0448197,LB,"Bituminous Coal, Pulverized"
NH,Biphenyl,0.2003935,LB,"Bituminous Coal, Pulverized"
NJ,Biphenyl,2.70567279,LB,"Bituminous Coal, Pulverized"
NV,Biphenyl,3.436875,LB,"Bituminous Coal, Pulverized"
NY,Biphenyl,3.2802617,LB,"Bituminous Coal, Pulverized"
OH,Biphenyl,51.20288759,LB,"Bituminous Coal, Pulverized"
PA,Biphenyl,55.09745489,LB,"Bituminous Coal, Pulverized"
SC,Biphenyl,5.1204444,LB,"Bituminous Coal, Pulverized"
TN,Biphenyl,2.943,LB,"Bituminous Coal, Pulverized"
TX,Biphenyl,18.63703,LB,"Bituminous Coal, Pulverized"
VA,Biphenyl,2.1935943,LB,"Bituminous Coal, Pulverized"
WI,Biphenyl,4.1577519,LB,"Bituminous Coal, Pulverized"
WV,Biphenyl,35.59702713,LB,"Bituminous Coal, Pulverized"
IL,Biphenyl,32.59885598,LB,Bituminous Coal
IN,Biphenyl,11.343757,LB,Bituminous Coal
KY,Biphenyl,10.637171,LB,Bituminous Coal
MD,Biphenyl,0.805551,LB,Bituminous Coal
MO,Biphenyl,0.475202,LB,Bituminous Coal
NE,Biphenyl,1.697469,LB,Bituminous Coal
NH,Biphenyl,1.412735,LB,Bituminous Coal
NJ,Biphenyl,0.1745962,LB,Bituminous Coal
OH,Biphenyl,1.36808292,LB,Bituminous Coal
TN,Biphenyl,5.563534,LB,Bituminous Coal
WI,Biphenyl,0.712128,LB,Bituminous Coal
WV,Biphenyl,1.264276,LB,Bituminous Coal
IL,Biphenyl,0.0727544,LB,Bituminous Coal
MO,Biphenyl,0.0821667,LB,Bituminous Coal
OK,Biphenyl,3.5114,LB,Bituminous Coal
VA,Biphenyl,0.2834148,LB,Bituminous Coal
IA,Biphenyl,0.0820285,LB,Bituminous Coal
MN,Biphenyl,0.0912,LB,Bituminous Coal
,Biphenyl,14.61974,LB,"Bituminous Coal, Pulverized"
AL,Biphenyl,3.95397,LB,"Bituminous Coal, Pulverized"
AZ,Biphenyl,13.419892,LB,"Bituminous Coal, Pulverized"
CO,Biphenyl,1.16616,LB,"Bituminous Coal, Pulverized"
CT,Biphenyl,0.497819,LB,"Bituminous Coal, Pulverized"
FL,Biphenyl,5.792965,LB,"Bituminous Coal, Pulverized"
GA,Biphenyl,50.7833606,LB,"Bituminous Coal, Pulverized"
IN,Biphenyl,24.1637,LB,"Bituminous Coal, Pulverized"
KY,Biphenyl,17.088363,LB,"Bituminous Coal, Pulverized"
MA,Biphenyl,1.14566,LB,"Bituminous Coal, Pulverized"
MD,Biphenyl,8.5086243,LB,"Bituminous Coal, Pulverized"
MI,Biphenyl,5.431,LB,"Bituminous Coal, Pulverized"
MO,Biphenyl,0.0723007,LB,"Bituminous Coal, Pulverized"
NC,Biphenyl,23.021562,LB,"Bituminous Coal, Pulverized"
NY,Biphenyl,4.165937,LB,"Bituminous Coal, Pulverized"
OH,Biphenyl,8.97459205,LB,"Bituminous Coal, Pulverized"
PA,Biphenyl,2.3621992,LB,"Bituminous Coal, Pulverized"
SC,Biphenyl,19.238706,LB,"Bituminous Coal, Pulverized"
TN,Biphenyl,23.051,LB,"Bituminous Coal, Pulverized"
UT,Biphenyl,12.805454,LB,"Bituminous Coal, Pulverized"
VA,Biphenyl,6.6267456,LB,"Bituminous Coal, Pulverized"
WI,Biphenyl,2.59486,LB,"Bituminous Coal, Pulverized"
WV,Biphenyl,8.942479,LB,"Bituminous Coal, Pulverized"
WY,Biphenyl,1.89,LB,"Bituminous Coal, Pulverized"
MD,Biphenyl,0.776934,LB,Bituminous Coal
NC,Biphenyl,23.3976,LB,Bituminous Coal
TN,Biphenyl,21.508,LB,Bituminous Coal
WV,Biphenyl,6.99964,LB,Bituminous Coal
CO,Biphenyl,0.570657,LB,Bituminous Coal
CT,Biphenyl,0.0451123,LB,Bituminous Coal
KY,Biphenyl,1.26419,LB,Bituminous Coal
MD,Biphenyl,1.07831,LB,Bituminous Coal
PA,Biphenyl,2.115363,LB,Bituminous Coal
FL,Biphenyl,1.284,LB,Bituminous Coal
IL,Biphenyl,1.0277,LB,Bituminous Coal
MI,Biphenyl,0.108129,LB,Bituminous Coal
MT,Biphenyl,0.570487,LB,Bituminous Coal
PA,Biphenyl,6.316643,LB,Bituminous Coal
WI,Biphenyl,0.0262103,LB,Bituminous Coal
WV,Biphenyl,0.456233,LB,Bituminous Coal
AZ,Biphenyl,2.15518,LB,"Subbituminous Coal, Pulverized"
IN,Biphenyl,7.165556,LB,"Subbituminous Coal, Pulverized"
LA,Biphenyl,3.37543,LB,"Subbituminous Coal, Pulverized"
NJ,Biphenyl,0.648814,LB,"Subbituminous Coal, Pulverized"
NM,Biphenyl,2.062,LB,"Subbituminous Coal, Pulverized"
OH,Biphenyl,0.0315519,LB,"Subbituminous Coal, Pulverized"
,Biphenyl,12.64138,LB,"Subbituminous Coal, Pulverized"
AL,Biphenyl,36.8,LB,"Subbituminous Coal, Pulverized"
AR,Biphenyl,3.98413,LB,"Subbituminous Coal, Pulverized"
AZ,Biphenyl,11.06802,LB,"Subbituminous Coal, Pulverized"
CO,Biphenyl,23.256755,LB,"Subbituminous Coal, Pulverized"
IA,Biphenyl,26.6415452,LB,"Subbituminous Coal, Pulverized"
IL,Biphenyl,11.83137,LB,"Subbituminous Coal, Pulverized"
IN,Biphenyl,18.07959,LB,"Subbituminous Coal, Pulverized"
KS,Biphenyl,9.91933,LB,"Subbituminous Coal, Pulverized"
MI,Biphenyl,39.6737,LB,"Subbituminous Coal, Pulverized"
MN,Biphenyl,23.5747,LB,"Subbituminous Coal, Pulverized"
MO,Biphenyl,17.251909,LB,"Subbituminous Coal, Pulverized"
NE,Biphenyl,14.725834,LB,"Subbituminous Coal, Pulverized"
NM,Biphenyl,8.97621,LB,"Subbituminous Coal, Pulverized"
NV,Biphenyl,1.02611,LB,"Subbituminous Coal, Pulverized"
OH,Biphenyl,5.106861,LB,"Subbituminous Coal, Pulverized"
OK,Biphenyl,8.2758,LB,"Subbituminous Coal, Pulverized"
OR,Biphenyl,3.49408,LB,"Subbituminous Coal, Pulverized"
TX,Biphenyl,25.18149,LB,"Subbituminous Coal, Pulverized"
WI,Biphenyl,23.8068615,LB,"Subbituminous Coal, Pulverized"
WY,Biphenyl,28.91096,LB,"Subbituminous Coal, Pulverized"
IA,Biphenyl,2.0246,LB,Subbituminous Coal
IL,Biphenyl,0,LB,Subbituminous Coal
IN,Biphenyl,1.73702,LB,Subbituminous Coal
KS,Biphenyl,4.810395,LB,Subbituminous Coal
MN,Biphenyl,5.238,LB,Subbituminous Coal
MO,Biphenyl,17.534462,LB,Subbituminous Coal
MS,Biphenyl,5,LB,Subbituminous Coal
SD,Biphenyl,2.76975,LB,Subbituminous Coal
TN,Biphenyl,2.2852,LB,Subbituminous Coal
WI,Biphenyl,2.66191,LB,Subbituminous Coal
MN,Biphenyl,0.47862,LB,Subbituminous Coal
AR,Biphenyl,16.82222,LB,"Subbituminous Coal, Pulverized"
CO,Biphenyl,3.80757,LB,"Subbituminous Coal, Pulverized"
IA,Biphenyl,9.204511,LB,"Subbituminous Coal, Pulverized"
IL,Biphenyl,8.2674,LB,"Subbituminous Coal, Pulverized"
IN,Biphenyl,1.22381,LB,"Subbituminous Coal, Pulverized"
KS,Biphenyl,20.639427,LB,"Subbituminous Coal, Pulverized"
LA,Biphenyl,4.14561,LB,"Subbituminous Coal, Pulverized"
MI,Biphenyl,4.7457,LB,"Subbituminous Coal, Pulverized"
MN,Biphenyl,16.5856,LB,"Subbituminous Coal, Pulverized"
MO,Biphenyl,36.056383,LB,"Subbituminous Coal, Pulverized"
MT,Biphenyl,15.657708,LB,"Subbituminous Coal, Pulverized"
NE,Biphenyl,5.123593,LB,"Subbituminous Coal, Pulverized"
OH,Biphenyl,4.169085,LB,"Subbituminous Coal, Pulverized"
OK,Biphenyl,31.56227,LB,"Subbituminous Coal, Pulverized"
TN,Biphenyl,12.176,LB,"Subbituminous Coal, Pulverized"
TX,Biphenyl,25.132,LB,"Subbituminous Coal, Pulverized"
WA,Biphenyl,5.8,LB,"Subbituminous Coal, Pulverized"
WI,Biphenyl,1.92902,LB,"Subbituminous Coal, Pulverized"
WY,Biphenyl,25.4,LB,"Subbituminous Coal, Pulverized"
LA,Biphenyl,6.15236,LB,Pulverized Lignite
ND,Biphenyl,2.468043,LB,Pulverized Lignite
TX,Biphenyl,19.21746,LB,Pulverized Lignite
MT,Biphenyl,0.492207,LB,Pulverized Lignite
ND,Biphenyl,20.182668,LB,Pulverized Lignite
TX,Biphenyl,70.73518,LB,Pulverized Lignite
ND,Biphenyl,15.64642,LB,Lignite
ND,Biphenyl,0.624156,LB,Lignite
MS,Biphenyl,3,LB,Lignite
PA,Biphenyl,14440,LB,Distillate Oil - Grades 1 and 2
LA,Biphenyl,1.14803,LB,Natural Gas
MS,Biphenyl,0,LB,Natural Gas
TX,Biphenyl,220,LB,Natural Gas
NM,Biphenyl,1.7687,LB,Natural Gas
FL,Biphenyl,1.593329,LB,Petroleum Coke
MN,Biphenyl,0.006024,LB,Petroleum Coke
OH,Biphenyl,0.864813,LB,Petroleum Coke
WI,Biphenyl,0.293798,LB,Wood/Bark Waste
AL,Biphenyl,0,LB,Distillate Oil (Diesel)
MS,Biphenyl,1.6,LB,Natural Gas
AL,Biphenyl,36,LB,Natural Gas
CA,Biphenyl,9.280165202,LB,Natural Gas
ID,Biphenyl,0.000110894,LB,Natural Gas
MN,Biphenyl,0.0538756,LB,Natural Gas
OR,Biphenyl,0.387187,LB,Natural Gas
WV,Biphenyl,0.00446,LB,Natural Gas
CA,Biphenyl,30.43,LB,Landfill Gas
MN,Biphenyl,108.5284,LB,Landfill Gas
SC,Biphenyl,205.54,LB,Landfill Gas
CA,Biphenyl,16.2,LB,Landfill Gas
MS,Bis(2-Ethylhexyl)Phthalate,101,LB,"Anthracite Coal, Pulverized"
PA,Bis(2-Ethylhexyl)Phthalate,207.1521,LB,"Anthracite Coal, Pulverized"
AL,Bis(2-Ethylhexyl)Phthalate,392.97202,LB,"Bituminous Coal, Pulverized"
FL,Bis(2-Ethylhexyl)Phthalate,254.1594,LB,"Bituminous Coal, Pulverized"
IN,Bis(2-Ethylhexyl)Phthalate,4.111,LB,"Bituminous Coal, Pulverized"
OH,Bis(2-Ethylhexyl)Phthalate,250.7351,LB,"Bituminous Coal, Pulverized"
OK,Bis(2-Ethylhexyl)Phthalate,138,LB,"Bituminous Coal, Pulverized"
PA,Bis(2-Ethylhexyl)Phthalate,92.1415,LB,"Bituminous Coal, Pulverized"
TX,Bis(2-Ethylhexyl)Phthalate,167.6,LB,"Bituminous Coal, Pulverized"
UT,Bis(2-Ethylhexyl)Phthalate,417.796,LB,"Bituminous Coal, Pulverized"
,Bis(2-Ethylhexyl)Phthalate,112.651,LB,"Bituminous Coal, Pulverized"
AL,Bis(2-Ethylhexyl)Phthalate,629.884109,LB,"Bituminous Coal, Pulverized"
AZ,Bis(2-Ethylhexyl)Phthalate,264.9347,LB,"Bituminous Coal, Pulverized"
DE,Bis(2-Ethylhexyl)Phthalate,45.605297,LB,"Bituminous Coal, Pulverized"
FL,Bis(2-Ethylhexyl)Phthalate,1121.42301,LB,"Bituminous Coal, Pulverized"
GA,Bis(2-Ethylhexyl)Phthalate,2.4812,LB,"Bituminous Coal, Pulverized"
IA,Bis(2-Ethylhexyl)Phthalate,13.822781,LB,"Bituminous Coal, Pulverized"
IL,Bis(2-Ethylhexyl)Phthalate,1598.06874,LB,"Bituminous Coal, Pulverized"
IN,Bis(2-Ethylhexyl)Phthalate,1022.50031,LB,"Bituminous Coal, Pulverized"
KS,Bis(2-Ethylhexyl)Phthalate,13.67,LB,"Bituminous Coal, Pulverized"
KY,Bis(2-Ethylhexyl)Phthalate,1853.090247,LB,"Bituminous Coal, Pulverized"
LA,Bis(2-Ethylhexyl)Phthalate,557.485,LB,"Bituminous Coal, Pulverized"
MA,Bis(2-Ethylhexyl)Phthalate,84.03941,LB,"Bituminous Coal, Pulverized"
MD,Bis(2-Ethylhexyl)Phthalate,207.715507,LB,"Bituminous Coal, Pulverized"
MI,Bis(2-Ethylhexyl)Phthalate,177.19596,LB,"Bituminous Coal, Pulverized"
MN,Bis(2-Ethylhexyl)Phthalate,2.460878,LB,"Bituminous Coal, Pulverized"
MS,Bis(2-Ethylhexyl)Phthalate,55.8,LB,"Bituminous Coal, Pulverized"
NC,Bis(2-Ethylhexyl)Phthalate,681.049551,LB,"Bituminous Coal, Pulverized"
NH,Bis(2-Ethylhexyl)Phthalate,8.61017,LB,"Bituminous Coal, Pulverized"
NJ,Bis(2-Ethylhexyl)Phthalate,116.252919,LB,"Bituminous Coal, Pulverized"
NV,Bis(2-Ethylhexyl)Phthalate,147.4275,LB,"Bituminous Coal, Pulverized"
NY,Bis(2-Ethylhexyl)Phthalate,140.940536,LB,"Bituminous Coal, Pulverized"
OH,Bis(2-Ethylhexyl)Phthalate,2198.423911,LB,"Bituminous Coal, Pulverized"
PA,Bis(2-Ethylhexyl)Phthalate,2366.480505,LB,"Bituminous Coal, Pulverized"
SC,Bis(2-Ethylhexyl)Phthalate,224.759172,LB,"Bituminous Coal, Pulverized"
TN,Bis(2-Ethylhexyl)Phthalate,66.222,LB,"Bituminous Coal, Pulverized"
TX,Bis(2-Ethylhexyl)Phthalate,799.528,LB,"Bituminous Coal, Pulverized"
VA,Bis(2-Ethylhexyl)Phthalate,94.19553,LB,"Bituminous Coal, Pulverized"
WI,Bis(2-Ethylhexyl)Phthalate,193.473336,LB,"Bituminous Coal, Pulverized"
WV,Bis(2-Ethylhexyl)Phthalate,1528.507596,LB,"Bituminous Coal, Pulverized"
IA,Bis(2-Ethylhexyl)Phthalate,0,LB,Bituminous Coal
IL,Bis(2-Ethylhexyl)Phthalate,1399.832557,LB,Bituminous Coal
IN,Bis(2-Ethylhexyl)Phthalate,487.4324,LB,Bituminous Coal
KY,Bis(2-Ethylhexyl)Phthalate,456.2894,LB,Bituminous Coal
MD,Bis(2-Ethylhexyl)Phthalate,34.5913,LB,Bituminous Coal
MO,Bis(2-Ethylhexyl)Phthalate,20.3862,LB,Bituminous Coal
NE,Bis(2-Ethylhexyl)Phthalate,72.8215,LB,Bituminous Coal
NH,Bis(2-Ethylhexyl)Phthalate,60.7001,LB,Bituminous Coal
NJ,Bis(2-Ethylhexyl)Phthalate,7.50179,LB,Bituminous Coal
OH,Bis(2-Ethylhexyl)Phthalate,58.742621,LB,Bituminous Coal
TN,Bis(2-Ethylhexyl)Phthalate,125.1795,LB,Bituminous Coal
WI,Bis(2-Ethylhexyl)Phthalate,30.5503,LB,Bituminous Coal
WV,Bis(2-Ethylhexyl)Phthalate,54.28537,LB,Bituminous Coal
IL,Bis(2-Ethylhexyl)Phthalate,3.12416,LB,Bituminous Coal
MO,Bis(2-Ethylhexyl)Phthalate,3.52807,LB,Bituminous Coal
NC,Bis(2-Ethylhexyl)Phthalate,0.143,LB,Bituminous Coal
OK,Bis(2-Ethylhexyl)Phthalate,150.639,LB,Bituminous Coal
VA,Bis(2-Ethylhexyl)Phthalate,12.17016,LB,Bituminous Coal
IA,Bis(2-Ethylhexyl)Phthalate,3.51902,LB,Bituminous Coal
MN,Bis(2-Ethylhexyl)Phthalate,3.9152,LB,Bituminous Coal
,Bis(2-Ethylhexyl)Phthalate,628.107,LB,"Bituminous Coal, Pulverized"
AL,Bis(2-Ethylhexyl)Phthalate,169.609,LB,"Bituminous Coal, Pulverized"
AZ,Bis(2-Ethylhexyl)Phthalate,301.9476,LB,"Bituminous Coal, Pulverized"
CO,Bis(2-Ethylhexyl)Phthalate,50.0236,LB,"Bituminous Coal, Pulverized"
CT,Bis(2-Ethylhexyl)Phthalate,21.4104,LB,"Bituminous Coal, Pulverized"
FL,Bis(2-Ethylhexyl)Phthalate,233.41341,LB,"Bituminous Coal, Pulverized"
GA,Bis(2-Ethylhexyl)Phthalate,2179.73098,LB,"Bituminous Coal, Pulverized"
IA,Bis(2-Ethylhexyl)Phthalate,0,LB,"Bituminous Coal, Pulverized"
IN,Bis(2-Ethylhexyl)Phthalate,1036.52271,LB,"Bituminous Coal, Pulverized"
KY,Bis(2-Ethylhexyl)Phthalate,551.9969,LB,"Bituminous Coal, Pulverized"
MA,Bis(2-Ethylhexyl)Phthalate,49.144,LB,"Bituminous Coal, Pulverized"
MD,Bis(2-Ethylhexyl)Phthalate,332.5633,LB,"Bituminous Coal, Pulverized"
MO,Bis(2-Ethylhexyl)Phthalate,3.10444,LB,"Bituminous Coal, Pulverized"
NC,Bis(2-Ethylhexyl)Phthalate,774.17791,LB,"Bituminous Coal, Pulverized"
NY,Bis(2-Ethylhexyl)Phthalate,175.25808,LB,"Bituminous Coal, Pulverized"
OH,Bis(2-Ethylhexyl)Phthalate,385.349764,LB,"Bituminous Coal, Pulverized"
PA,Bis(2-Ethylhexyl)Phthalate,24.14148,LB,"Bituminous Coal, Pulverized"
SC,Bis(2-Ethylhexyl)Phthalate,792.2169784,LB,"Bituminous Coal, Pulverized"
TN,Bis(2-Ethylhexyl)Phthalate,518.646,LB,"Bituminous Coal, Pulverized"
UT,Bis(2-Ethylhexyl)Phthalate,549.9889,LB,"Bituminous Coal, Pulverized"
VA,Bis(2-Ethylhexyl)Phthalate,284.560363,LB,"Bituminous Coal, Pulverized"
WI,Bis(2-Ethylhexyl)Phthalate,144.3266,LB,"Bituminous Coal, Pulverized"
WV,Bis(2-Ethylhexyl)Phthalate,383.9707,LB,"Bituminous Coal, Pulverized"
WY,Bis(2-Ethylhexyl)Phthalate,81.42,LB,"Bituminous Coal, Pulverized"
MD,Bis(2-Ethylhexyl)Phthalate,33.972,LB,Bituminous Coal
NC,Bis(2-Ethylhexyl)Phthalate,526.477,LB,Bituminous Coal
TN,Bis(2-Ethylhexyl)Phthalate,484,LB,Bituminous Coal
WV,Bis(2-Ethylhexyl)Phthalate,300.55,LB,Bituminous Coal
CO,Bis(2-Ethylhexyl)Phthalate,24.4788,LB,Bituminous Coal
CT,Bis(2-Ethylhexyl)Phthalate,1.937178,LB,Bituminous Coal
KY,Bis(2-Ethylhexyl)Phthalate,54.2283,LB,Bituminous Coal
MD,Bis(2-Ethylhexyl)Phthalate,46.3038,LB,Bituminous Coal
PA,Bis(2-Ethylhexyl)Phthalate,90.8361,LB,Bituminous Coal
FL,Bis(2-Ethylhexyl)Phthalate,56.34,LB,Bituminous Coal
IL,Bis(2-Ethylhexyl)Phthalate,44.1306,LB,Bituminous Coal
MI,Bis(2-Ethylhexyl)Phthalate,4.64319,LB,Bituminous Coal
MT,Bis(2-Ethylhexyl)Phthalate,24.4955,LB,Bituminous Coal
PA,Bis(2-Ethylhexyl)Phthalate,270.4589,LB,Bituminous Coal
WI,Bis(2-Ethylhexyl)Phthalate,1.127,LB,Bituminous Coal
WV,Bis(2-Ethylhexyl)Phthalate,28.24,LB,Bituminous Coal
AR,Bis(2-Ethylhexyl)Phthalate,172,LB,"Subbituminous Coal, Pulverized"
AZ,Bis(2-Ethylhexyl)Phthalate,92.6909,LB,"Subbituminous Coal, Pulverized"
IN,Bis(2-Ethylhexyl)Phthalate,308.1796,LB,"Subbituminous Coal, Pulverized"
LA,Bis(2-Ethylhexyl)Phthalate,144.806,LB,"Subbituminous Coal, Pulverized"
NJ,Bis(2-Ethylhexyl)Phthalate,27.8771,LB,"Subbituminous Coal, Pulverized"
NM,Bis(2-Ethylhexyl)Phthalate,88.4701,LB,"Subbituminous Coal, Pulverized"
OH,Bis(2-Ethylhexyl)Phthalate,1.35477,LB,"Subbituminous Coal, Pulverized"
,Bis(2-Ethylhexyl)Phthalate,542.3777,LB,"Subbituminous Coal, Pulverized"
AL,Bis(2-Ethylhexyl)Phthalate,828,LB,"Subbituminous Coal, Pulverized"
AR,Bis(2-Ethylhexyl)Phthalate,168.1512,LB,"Subbituminous Coal, Pulverized"
AZ,Bis(2-Ethylhexyl)Phthalate,475.2738,LB,"Subbituminous Coal, Pulverized"
CO,Bis(2-Ethylhexyl)Phthalate,999.4592,LB,"Subbituminous Coal, Pulverized"
IA,Bis(2-Ethylhexyl)Phthalate,1202.820731,LB,"Subbituminous Coal, Pulverized"
IL,Bis(2-Ethylhexyl)Phthalate,508.0527,LB,"Subbituminous Coal, Pulverized"
IN,Bis(2-Ethylhexyl)Phthalate,777.576,LB,"Subbituminous Coal, Pulverized"
KS,Bis(2-Ethylhexyl)Phthalate,425.54,LB,"Subbituminous Coal, Pulverized"
MI,Bis(2-Ethylhexyl)Phthalate,1500.3043,LB,"Subbituminous Coal, Pulverized"
MN,Bis(2-Ethylhexyl)Phthalate,575.1546,LB,"Subbituminous Coal, Pulverized"
MO,Bis(2-Ethylhexyl)Phthalate,701.518,LB,"Subbituminous Coal, Pulverized"
NE,Bis(2-Ethylhexyl)Phthalate,631.7376,LB,"Subbituminous Coal, Pulverized"
NM,Bis(2-Ethylhexyl)Phthalate,385.1246,LB,"Subbituminous Coal, Pulverized"
NV,Bis(2-Ethylhexyl)Phthalate,44.016,LB,"Subbituminous Coal, Pulverized"
OH,Bis(2-Ethylhexyl)Phthalate,219.4379,LB,"Subbituminous Coal, Pulverized"
OK,Bis(2-Ethylhexyl)Phthalate,355.032,LB,"Subbituminous Coal, Pulverized"
OR,Bis(2-Ethylhexyl)Phthalate,144.9252,LB,"Subbituminous Coal, Pulverized"
TX,Bis(2-Ethylhexyl)Phthalate,1093.794,LB,"Subbituminous Coal, Pulverized"
WI,Bis(2-Ethylhexyl)Phthalate,1020.42822,LB,"Subbituminous Coal, Pulverized"
WY,Bis(2-Ethylhexyl)Phthalate,1086.062,LB,"Subbituminous Coal, Pulverized"
IA,Bis(2-Ethylhexyl)Phthalate,80,LB,Subbituminous Coal
IL,Bis(2-Ethylhexyl)Phthalate,0,LB,Subbituminous Coal
IN,Bis(2-Ethylhexyl)Phthalate,74.7064,LB,Subbituminous Coal
KS,Bis(2-Ethylhexyl)Phthalate,206.3661,LB,Subbituminous Coal
MN,Bis(2-Ethylhexyl)Phthalate,137.64,LB,Subbituminous Coal
MO,Bis(2-Ethylhexyl)Phthalate,683.5614,LB,Subbituminous Coal
MS,Bis(2-Ethylhexyl)Phthalate,108,LB,Subbituminous Coal
SD,Bis(2-Ethylhexyl)Phthalate,118.822,LB,Subbituminous Coal
